Experiment,Dataset,Detector,Metric,Value,Source_File
E6_Codec_Current,PartialSpoof_sample500,MRM,aac_eer_coded,0.020833333333403554,results_old_2026-04-08/e6_codec/results.json:mrm.aac.eer_coded
E6_Codec_Current,PartialSpoof_sample500,MRM,aac_eer_delta,0.011983775811283785,results_old_2026-04-08/e6_codec/results.json:mrm.aac.eer_delta
E6_Codec_Current,PartialSpoof_sample500,MRM,opus_eer_clean,0.008849557522119769,results_old_2026-04-08/e6_codec/results.json:mrm.opus.eer_clean
E6_Codec_Current,PartialSpoof_sample500,MRM,opus_eer_coded,0.06250000000067711,results_old_2026-04-08/e6_codec/results.json:mrm.opus.eer_coded
E6_Codec_Current,PartialSpoof_sample500,MRM,opus_eer_delta,0.05365044247855734,results_old_2026-04-08/e6_codec/results.json:mrm.opus.eer_delta
E6_Codec_Current,PartialSpoof_sample500,MRM,amr_eer_clean,0.008849557522119769,results_old_2026-04-08/e6_codec/results.json:mrm.amr.eer_clean
E6_Codec_Current,PartialSpoof_sample500,MRM,amr_eer_coded,0.03761061946902601,results_old_2026-04-08/e6_codec/results.json:mrm.amr.eer_coded
E6_Codec_Current,PartialSpoof_sample500,MRM,amr_eer_delta,0.028761061946906242,results_old_2026-04-08/e6_codec/results.json:mrm.amr.eer_delta
E6_Codec_Current,PartialSpoof_sample500,MRM,g711_eer_clean,0.008849557522119769,results_old_2026-04-08/e6_codec/results.json:mrm.g711.eer_clean
E6_Codec_Current,PartialSpoof_sample500,MRM,g711_eer_coded,0.041666666666119796,results_old_2026-04-08/e6_codec/results.json:mrm.g711.eer_coded
E6_Codec_Current,PartialSpoof_sample500,MRM,g711_eer_delta,0.03281710914400003,results_old_2026-04-08/e6_codec/results.json:mrm.g711.eer_delta
E8_Ablation_CPSL,PartialSpoof_eval,BAM,cpsl_without_cal_coverage,1.0,results_old_2026-04-08/e8_ablation/results.json:bam.cpsl_calibration.without_calibration.coverage
E8_Ablation_CPSL,PartialSpoof_eval,BAM,cpsl_without_cal_avg_set_size,2.000364973749965,results_old_2026-04-08/e8_ablation/results.json:bam.cpsl_calibration.without_calibration.avg_set_size
E8_Ablation_CPSL,PartialSpoof_eval,BAM,cpsl_with_cal_coverage,1.0,results_old_2026-04-08/e8_ablation/results.json:bam.cpsl_calibration.with_calibration.coverage
E8_Ablation_CPSL,PartialSpoof_eval,BAM,cpsl_with_cal_avg_set_size,2.000421123557652,results_old_2026-04-08/e8_ablation/results.json:bam.cpsl_calibration.with_calibration.avg_set_size
E8_Ablation_CPSL,PartialSpoof_eval,BAM,nonconformity_max_coverage,1.0,results_old_2026-04-08/e8_ablation/results.json:bam.nonconformity_method.max.coverage
